3353;Czego nie masz prawa robić, gdy kierujesz samochodem osobowym?;Przewozić osób w stanie nietrzeźwości.;Korzystać z telefonu wymagającego trzymania mikrofonu w ręku.;Używać tempomatu na obszarze zabudowanym.;B;;SPECJALISTYCZNY;2;B;B7
3429;Którą z wymienionych czynności należy wykonać, kierując samochodem osobowym w nocy podczas mgły?;Zmniejszyć prędkość.;Włączyć światła drogowe w celu polepszenia widoczności.;Jechać bardzo blisko poprzedzającego pojazdu, aby widzieć jego światła pozycyjne.;A;;SPECJALISTYCZNY;3;B;B4
3523;Kierujesz samochodem osobowym. Jak powinieneś postąpić w czasie przejazdu przez rozległą kałużę?;Zdecydowanie przyśpieszyć.;Gwałtownie przyhamować.;Płynnie zmniejszyć prędkość jazdy.;C;;SPECJALISTYCZNY;3;B;B4
3524;Kierujesz samochodem. Jak powinieneś się zachować w czasie wymijania pojazdu nocą?;Patrzeć prosto w reflektory pojazdu nadjeżdżającego z przeciwka.;Zmienić światła mijania na drogowe.;Patrzeć w prawo od źródła światła pojazdu nadjeżdżającego z przeciwka i wypatrywać tam ewentualnej przeszkody. ;C;;SPECJALISTYCZNY;3;B;B4
3573;Jesteś świadkiem potrącenia pieszego. Jak powinieneś się zachować?;Nie podejmować działań, gdyż pomocy musi udzielić sprawca wypadku.;Wezwać pomoc drogową.;Zatrzymać się, wezwać pomoć medyczną i udzielić pierwszej pomocy poszkodowanemu.;C;;SPECJALISTYCZNY;3;B,B1;B10
3611;Z jaką dopuszczalną prędkością, wolno Ci kierować samochodem osobowym po drodze za widocznymi znakami?;50 km/h - w godzinach 5.00-23.00.;50 km/h - w godzinach 23.00-5.00.;60 km/h - przez całą dobę.;C;1044D14MM_a - E17a +60orgbm.jpg;SPECJALISTYCZNY;3;B;B1
3613;Znajdujesz się na obszarze zabudowanym. Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym po drodze za tym znakiem?;50 km/h - w godzinach 5.00-23.00.;50 km/h - przez całą dobę.;40 km/h - w godzinach 23.00-5.00.;A;034D15_a - B33 + T23aorgbm.jpg;SPECJALISTYCZNY;3;B;B1
3615;Z jaką dopuszczalną maksymalną prędkością wolno Ci kierować samochodem osobowym z przyczepą po drodze za tym znakiem?;70 km/h.;80 km/h.;140 km/h.;B;IMG_7802d8_a_org.jpg;SPECJALISTYCZNY;3;B;B1
3617;Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym po drodze za tym znakiem?;120 km/h.;130 km/h.;140 km/h.;C;IMG_7802d8_a_org.jpg;SPECJALISTYCZNY;3;B;B1
3618;Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym po drodze za tym znakiem?;70 km/h.;100 km/h.;90 km/h.;C;0978D14MM koniec obszaruorgbm.jpg;SPECJALISTYCZNY;3;B;B1
3620;Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym po drodze za tym znakiem?;20 km/h.;30 km/h.;50 km/h.;A;3475D15orgbm.jpg;SPECJALISTYCZNY;3;B;B1
3621;Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym po drodze za tym znakiem?;60 km/h - w godzinach 23.00-5.00.;60 km/h - w godzinach 5.00-23.00.;50 km/h - przez całą dobę.;C;0053.jpg - strefa 50orgbm.jpg;SPECJALISTYCZNY;3;B;B1
3622;Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym na drodze za tym znakiem zakazu?;80 km/h - przez całą dobę.;60 km/h - w godzinach 23.00 - 5.00.;50 km/h - przez całą dobę.;A;IMG_8465d8_a_org.jpg;SPECJALISTYCZNY;3;B;B1
3623;Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym po drodze za tym znakiem?;110 km/h.;120 km/h.;140 km/h.;B;0229D14MM_a - dr.eksp.dwujezd._org.jpg;SPECJALISTYCZNY;3;B;B1
3624;Z jaką maksymalną dopuszczalną prędkością wolno Ci kierować samochodem osobowym po drodze za tym znakiem zakazu?;50 km/h - w godzinach 5.00-23.00.;50 km/h - przez całą dobę.;60 km/h - przez całą dobę.;C;IMG_8752_a_org.jpg;SPECJALISTYCZNY;3;B;B1
3625;Jaki odstęp należy zachować podczas wymijania samochodem osobowym innego pojazdu?;Bezpieczny, ale nie mniejszy niż 1,5 metra.;Bezpieczny, uzależniony od szerokości jezdni i warunków ruchu.;Bezpieczny, czyli zawsze taki sam.;B;;SPECJALISTYCZNY;3;B;B3
3626;Podczas wykonywania którego z wymienionych manewrów masz obowiązek zachować odstęp nie mniejszy niż 1 metr od pojazdu?;Wymijania samochodu osobowego.;Wyprzedzania roweru.;Omijania dowolnego pojazdu.;B;;SPECJALISTYCZNY;3;B,B1;B3
3627;Jaki odstęp należy zachować podczas omijania samochodem osobowym przeszkody na drodze?;Bezpieczny, ale nie mniejszy niż 0,8 metra.;Bezpieczny, czyli zawsze jednakowy.;Bezpieczny, uzależniony od szerokości jezdni i warunków ruchu.;C;;SPECJALISTYCZNY;3;B;B3
3628;Jaki odstęp należy zachować podczas wyprzedzania samochodu osobowego?;Bezpieczny, uzależniony od szerokości jezdni i warunków ruchu.;Bezpieczny, ale większy niż 1,5 metra.;Bezpieczny, ale mniejszy niż 0,5 metra.;A;;SPECJALISTYCZNY;3;B,B1;B3
3629;Jaki odstęp należy zachować podczas wyprzedzania motocykla?;Bezpieczny, ale nie większy niż 0,5 metra.;Bezpieczny, ale nie większy niż 1 metr.;Bezpieczny, ale nie mniejszy niż 1 metr.;C;;SPECJALISTYCZNY;3;B,B1;B3
3630;Jaki odstęp należy zachować podczas wyprzedzania kolumny pieszych?;Bezpieczny, ale nie mniejszy niż 0,6 metra.;Bezpieczny, ale nie mniejszy niż 0,8 metra.;Bezpieczny, ale nie mniejszy niż 1 metr.;C;;SPECJALISTYCZNY;3;B,B1;B3
3634;Jak dwukrotne zwiększenie prędkości samochodu osobowego wpływa na długość jego drogi hamowania?;Zwiększa dwukrotnie długość drogi hamowania.;Zwiększa czterokrotnie długość drogi hamowania.;Nie powoduje zmiany długości drogi hamowania.;B;;SPECJALISTYCZNY;3;B;B3
3650;Jak duży odstęp od poprzedzającego pojazdu należy utrzymywać, kierując samochodem osobowym poza obszarem zabudowanym w tunelu o długości 600 metrów?;Nie mniejszy niż 50 metrów.;Nie mniejszy niż 40 metrów.;Nie mniejszy niż 30 metrów.;A;;SPECJALISTYCZNY;3;B;B3
3651;Który z czynników ma bezpośredni wpływ na długość drogi zatrzymania samochodu osobowego?;Czas reakcji kierującego pojazdem.;Masa pasażerów.;Masa pojazdu.;A;;SPECJALISTYCZNY;3;B;B3
3652;Który z czynników ma bezpośredni wpływ na długość drogi zatrzymania samochodu osobowego?;Masa pasażera.;Prędkość i stan nawierzchni.;Masa pojazdu.;B;;SPECJALISTYCZNY;3;B;B3
3722;Na którym zdjęciu zagłówek jest dobrze ustawiony?;A;B;C;A;zagłówekorg.jpg;SPECJALISTYCZNY;3;B;B2
3723;Który z wymienionych elementów stanowi obowiązkowe wyposażenie każdego samochodu osobowego?;Trójkąt ostrzegawczy.;Apteczka.;Koło zapasowe.;A;;SPECJALISTYCZNY;3;B;B2
3724;Który z wymienionych elementów stanowi obowiązkowe wyposażenie każdego samochodu osobowego?;Apteczka.;Gaśnica.;Koło zapasowe.;B;;SPECJALISTYCZNY;3;B;B2
3759;Którego z wymienionych świateł wolno Ci używać, gdy kierujesz samochodem osobowym podczas mgły?;Świateł do jazdy dziennej.;Świateł przeciwmgłowych przednich.;Wyłącznie świateł drogowych.;B;;PODSTAWOWY;3;B;B4
3761;Którą z tych czynności masz obowiązek wykonać podczas wyprzedzania samochodem osobowym we mgle poza obszarem zabudowanym?;Dawać krótkotrwałe sygnały świetlne.;Dawać krótkotrwałe sygnały dźwiękowe.;Włączyć tylne światła przeciwmgłowe, niezależnie od stopnia ograniczenia widoczności.;B;;PODSTAWOWY;3;B;B4
3778;Jak należy zachować się podczas wymijania samochodem osobowym w nocy innego pojazdu?;Patrzeć prosto w światła pojazdu nadjeżdżającego z przeciwka.;Zmienić światła mijania na drogowe.;Patrzeć w prawo od źródła światła pojazdu nadjeżdżającego z przeciwka i wypatrywać tam ewentualnej przeszkody. ;C;;SPECJALISTYCZNY;3;B;B4
3781;Czy w każdym reflektorze samochodu osobowego wolno Ci zamiast żarówki halogenowej wykorzystywać lampę ksenonową?;Tak, w sytuacjach awaryjnych.;Nie, ponieważ może to doprowadzić do oślepienia innych kierujących.;Tak, jeżeli trzonek źródła światła pasuje do oprawki w reflektorze.;B;;SPECJALISTYCZNY;2;B;B7
3783;Która z wymienionych czynności jest dozwolona podczas kierowania samochodem osobowym?;Korzystanie z nawigacji.;Odpinanie pasa bezpieczeństwa.;Korzystanie z telefonu wymagającego trzymania słuchawki w ręku.;A;;SPECJALISTYCZNY;2;B;B7
3784;Jaka jest dopuszczalna minimalna głębokość bieżnika w oponie niewyposażonej we wskaźnik granicznego jej zużycia?;1,6 milimetra.;2,6 milimetra.;3 milimetry.;A;;SPECJALISTYCZNY;1;B,B1;B9
3785;Która z wymienionych usterek, uniemożliwia bezpieczne używanie samochodu w ruchu drogowym?;Zanieczyszczony wkład filtra powietrza.;Przegrzewające się elektrody świec zapłonowych.;Przepalona żarówka tylnego lewego kierunkowskazu.;C;;SPECJALISTYCZNY;1;B;B9
3856;Jaki może być skutek zbyt słabego nacisku na pedał hamulca w samochodzie osobowym?;Wydłużenie drogi hamowania.;Zablokowanie kół.;Utrata sterowności.;A;;SPECJALISTYCZNY;2;B;B6
3857;Do czego może doprowadzić zbyt mocne hamowanie samochodu osobowego niewyposażonego w system ABS?;Do skrócenia o co najmniej połowę drogi hamowania.;Do utraty sterowności.;Do zniszczenia hamulców.;B;;SPECJALISTYCZNY;2;B;B6
3858;Który ze sposobów hamowania samochodu osobowego wyposażonego w system ABS jest najbardziej efektywny?;Pulsacyjne wciskanie pedału hamulca.;Szybkie i mocne wciśnięcie pedału hamulca.;Wciśnięcie pedału sprzęgła, a następnie pedału hamulca.;B;;SPECJALISTYCZNY;2;B;B6
3859;Którą z czynności należy wykonać, gdy działający system ABS wypycha w czasie hamowania pedał hamulca?;Utrzymać siłę nacisku na pedał hamulca.;Zmniejszyć siłę nacisku na pedał hamulca.;Zwolnić pedał hamulca.;A;;SPECJALISTYCZNY;2;B,B1;B6
3860;W którym z przypadków system ABS może pomóc kierującemu pojazdem w utrzymaniu sterowności?;Przy hamowaniu, gdy pojazd wpadł w boczny poślizg.;Wyłącznie podczas hamowania na prostym odcinku drogi.;Wyłącznie podczas hamowania na zakręcie.;A;;SPECJALISTYCZNY;2;B,B1;B6
3861;Jaki efekt może wystąpić, gdy podczas ruszania na wzniesieniu zbyt wcześnie zwolnisz dźwignię hamulca awaryjnego, w porównaniu ze zwolnieniem pedału sprzęgła?;Unieruchomienie silnika.;Stoczenie się pojazdu.;Gwałtowne ruszenie.;B;;SPECJALISTYCZNY;2;B;B6
3882;Które z wymienionych działań należy podjąć, gdy w czasie jazdy zaświeci się na czerwono lampka kontrolna układu hamulcowego?;Zmniejszyć prędkość i czekać, aż lampka zgaśnie.;Zatrzymać pojazd i sprawdzić poziom płynu hamulcowego.;Kontynuować jazdę i zgłosić ten stan przy najbliższych badaniach okresowych pojazdu.;B;;SPECJALISTYCZNY;1;B,B1;B9
3885;O czym ostrzega świecąca się na czerwono w czasie jazdy samochodem osobowym lampka kontrolna układu chłodzenia?;O zbyt wysokiej temperaturze płynu chłodniczego.;O zbyt niskiej temperaturze płynu chłodniczego.;O zbyt niskim poziomie płynu do spryskiwania szyby.;A;;SPECJALISTYCZNY;1;B;B9
3889;Która z wymienionych okoliczności może świadczyć o złym stanie technicznym samochodu osobowego?;Emisja bezbarwnych spalin.;Pozostawione na miejscu parkowania ślady wycieków płynów eksploatacyjnych.;Zaświecenie się na czerwono lampki kontrolnej ładowania akumulatora przed uruchomieniem silnika.;B;;SPECJALISTYCZNY;1;B;B9
3890;Który z wymienionych przypadków może świadczyć o złym stanie technicznym samochodu osobowego?;Emisja czarnych lub niebieskich gęstych spalin.;Emisja bezbarwnych spalin.;Zaświecenie się na czerwono lampki kontrolnej ciśnienia oleju silnikowego przed uruchomieniem silnika.;A;;SPECJALISTYCZNY;1;B;B9
3891;W którym z wymienionych przypadków, używanie samochodu osobowego nie zagraża bezpieczeństwu ruchu drogowego?;Nadmiernie zużyte klocki lub tarcze hamulcowe.;Uszkodzone przednie amortyzatory.;Krótkotrwałe użycie koła dojazdowego, gdy jedna z opon uległa uszkodzeniu.;C;;SPECJALISTYCZNY;1;B;B9
3943;Jeśli tramwaj, wyposażony w hamulec szczękowy toczy się mimo wciśniętego hamulca i świecącej kontrolki hamulców postojowych, świadczyć to może o:;nadmiernej liczbie pasażerów w tramwaju.;zbyt małym napięciu ładowania akumulatorów.;zużyciu okładzin ciernych.;C;;SPECJALISTYCZNY;1;PT;PD9
3945;Czy kierując tramwajem, jesteś zobowiązany mieć przy sobie dokument potwierdzający ubezpieczenie odpowiedzialności cywilnej posiadacza pojazdu?;Tak.;Nie, ponieważ ten dokument znajduje się tylko w siedzibie firmy.;Tak, ale nie musi okazywać go do kontroli;A;;SPECJALISTYCZNY;1;PT;PD8
3976;W jaki sposób kierujący tramwajem powinien hamować?;Wykorzystując za każdym razem hamulce szynowe.;W sposób niepowodujący zagrożenia bezpieczeństwa ruchu.;Wykorzystując za każdym razem piasecznicę.;B;;SPECJALISTYCZNY;3;PT;PD3
3983;Jak, kierując tramwajem, powinieneś zareagować, gdy warunki atmosferyczne ulegają pogorszeniu, np. pada deszcz lub opadają liście?;Powinienem zmniejszyć prędkość, dostosowując ją do panujących warunków.;Powinienem jechać z prędkością zbliżoną do maksymalnej, aby czas przejazdu był zgodny z czasem wskazanym w rozkładzie jazdy.;Nie powinienem zwracać na to uwagi, gdyż warunki atmosferyczne nie mają wpływu na jazdę tramwajem.;A;;SPECJALISTYCZNY;3;PT;PD4
4009;Jak się zachowasz wjeżdżając na skrzyżowanie równorzędne?;Patrzę tylko na wprost.;Obserwuję całe skrzyżowanie i jego otoczenie.;Patrzę tylko na prawo.;B;;SPECJALISTYCZNY;3;PT;PD5
4013;Z jakiego powodu motorniczy powinien zwolnić przejeżdżając przez miejsce z obniżoną siecią trakcyjną np. pod wiaduktem?;Ponieważ szybki przejazd przez takie miejsce powoduje echo, które może przeszkadzać mieszkańcom okolicznych domów.;Ponieważ szybki przejazd przez takie miejsce może uszkodzić odbierak prądu oraz trakcję.;Ponieważ będzie utrudnione hamowanie pojazdu.;B;;SPECJALISTYCZNY;2;PT;PD6
4038;Która z wymienionych przyczyn może powodować przerwy w dopływie prądu wysokiego napięcia bezpośrednio do wagonu?;Uszkodzenie baterii.;Uszkodzenie dzwonka zewnętrznego.;Wyszczerbiona wkładka grafitowa pantografu.;C;;SPECJALISTYCZNY;1;PT;PD9
4039;Jaki skutek może wywołać wyszczerbienie grafitowej wkładki pantografu?;Zwiększenie poboru prądu z sieci trakcyjnej.;Nadmierne kołysanie się, a nawet zerwanie sieci trakcyjnej.;Zawsze niezakłócone działanie pantografu.;B;;SPECJALISTYCZNY;1;PT;PD9
4040;Kiedy używa się hamulca mechanicznego (nazywanego też postojowym)?;We wszystkich fazach hamowania.;Tylko w końcowej fazie hamowania i podczas postoju.;Tylko podczas postoju.;B;;SPECJALISTYCZNY;1;PT;PD9
4041;Który z wymienionych czynników powoduje działanie hamulca postojowego?;Cewka elektromagnetyczna.;Docisk sprężyny.;Układ dźwigni.;B;;SPECJALISTYCZNY;1;PT;PD9
4042;Od czego zależy sprawność hamulców elektrodynamicznych?;Od sprawności silników trakcyjnych.;Od sprawności baterii tramwaju.;Hamulce elektordynamiczne są niezależne od systemów tramwaju.;A;;SPECJALISTYCZNY;1;PT;PD9
4043;Co należy zrobić aby zwolnić (zluzować) hamulce postojowe do holowania uszkodzonego tramwaju?;Wyłączyć wagon, po jego wyłączeniu hamulce są automatycznie zluzowane.;Odpiąć mechanicznie lub elektrycznie luzowniki.;Ustawić nawrotnik w położenie neutralne.;B;;SPECJALISTYCZNY;1;PT;PD9
4059;Jakiego rodzaju hamulcem jest hamulec postojowy?;Aktywny - działa tylko po załączeniu tramwaju i naciśnięciu pedału hamulca.;Pasywny - działa nawet po wyłączeniu tramwaju.;Pasywny - działa tylko po opuszczeniu pantografu w wagonie.;B;;SPECJALISTYCZNY;1;PT;PD9
4063;Jaki skutek wywoła zatrzymanie wagonu w miejscu styku pantografu z izolatorem?;Zanik rozruchu wagonu oraz pracy przetwornicy.;Zadziałanie hamulców szynowych.;Uszkodzenie grafitowej wkładki pantografu.;A;;SPECJALISTYCZNY;1;PT;PD9
4065;W jakich sytuacjach motorniczy może wpuścić lub wypuścić pasażera, któremu się bardzo śpieszy?;W czasie oczekiwania na zmianę światła.;Tylko znajdując się na przystanku.;Poza przystankiem, na wyraźną prośbę pasażera.;B;;SPECJALISTYCZNY;3;PT;PD7
